rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,date_of_birth,sorting_key
rec-3073-dup-0,andrew,mihanlov,,eggleston crescent,wearkouth,somerset,5159,19581215.0,3073
rec-8987-dup-0,humpjgreys,karlee,6.0,pambulasntreet,,terrey hills,6156,19360521.0,8987
rec-3481-dup-0,jak,ayres,54.0,wangara srteet,,tweed heads,4510,19870142.0,3481
rec-9358-dup-0,ethan,campblell,3.0,,,broadmaekows,4051,19251220.0,9358
rec-5878-dup-0,coufrey,berry,1555.0,heritagearoad,champsaur,prosprct,2001,19451010.0,5878
rec-7891-dup-0,blake,beattie,98.0,darling street,,toowoonba,6015,19240462.0,7891
rec-6733-dup-0,jarrid,zapotocky,57.0,grampians street,blue hills,asc ot,3125,19243755.0,6733
rec-3020-dup-0,erin,hylwaf,187.0,morphett street,tourist park,bassendean,2484,,3020
rec-1384-dup-0,azraz,shepherd,7.0,sprent street,tamview,lilydale,2048,19300969.0,1384
rec-5173-dup-0,anthea,zatorks,19.0,mataranky street,aptp1,calare,6062,19270319.0,5173
rec-5568-dup-0,jacwn,green,8.0,barraclough crescent,,alice springs,2060,19316225.0,5568
rec-825-dup-0,jog,harwafd,22.0,,the big tree,yagooma,2089,19301008.0,825
rec-3118-dup-0,mitxhell,camp dll,76.0,andamooka street,,kilsyth,4218,,3118
rec-2810-dup-0,olia,yun,123.0,balamara zvreet,baranbali,north ryde,6014,19570955.0,2810
rec-8396-dup-0,jonx,gajda,18.0,deamer v rescent,,anglesea,4075,19520110.0,8396
rec-5617-dup-0,jessica,bishop,14.0,jordan place,,pennantrhlls,3997,19100117.0,5617
rec-473-dup-0,bronet,,6.0,forbesnsgreet,kintrye,helena valley,3508,19920901.0,473
rec-10313-dup-0,olivi,wilins,19.0,bugden avenue,,2766,athelts3ne,19880228.0,10313
rec-5758-dup-0,samatnha,grosvnor,3.0,bungareecrescent,rubern cottage,kelmscott,3796,19661210.0,5758
rec-8239-dup-0,arabola,stine,78.0,inwood place,lazee m,safety beach,3106,19820315.0,8239
rec-3749-dup-0,tara,noack,6.0,ebsworth cjose,,calilooe,2228,19450228.0,3749
rec-7456-dup-0,willia,mason,74.0,nottinfcourt,,dandenong north,5700,19391223.0,7456
rec-2636-dup-0,jake,campgell,67.0,adkinson xflose,,moe,3178,,2636
rec-7244-dup-0,emma,serafin,2.0,nangor street,,salisbruy,6076,19011213.0,7244
rec-7172-dup-0,caleb,browbe,7.0,chant steet,mortalch,charleztpown,3190,19301222.0,7172
rec-8924-dup-0,lachla,gully,129.0,hockingplace,,yowie bay,2604,19811116.0,8924
rec-9367-dup-0,,,40.0,cobby tsreet,,yungavgurra,2560,,9367
rec-1651-dup-0,aj,matthews,75.0,mcrescent lyatleton,,albany creek,3195,,1651
rec-3949-dup-0,caitlin,satterley,18.0,cadell street,,burpengary,6760,,3949
rec-10204-dup-0,cameron,donaldwson,3.0,chippindall circuit,brentwooddviklage,balltja,4870,19851230.0,10204
rec-5040-dup-0,micbaela,trat,5.0,parkih street,leetsvale caravan park,barwonleads,3012,19451007.0,5040
rec-3273-dup-0,damfwn,milef,2.0,jennings dtreet,,cecil plains,2506,19160606.0,3273
rec-3952-dup-0,madeleine,millar,82.0,hopegood lpace,,innaloo,4334,19621216.0,3952
rec-5589-dup-0,takeisha,longhurst,4661.0,jalanga crescent,,katherine,2854,19354582.0,5589
rec-10983-dup-0,riley,van den hoogen,128.0,leist syreet,,gularganbone,4372,19230814.0,10983
rec-5395-dup-0,wil,godfreln,1.0,boddington crescent,,woollra,5090,19522227.0,5395
rec-315-dup-0,ldo,glefnsn,110.0,buggy crescent,,keysborough,4048,19240212.0,315
rec-1734-dup-0,rilyr,clisby,,berkeley street,,canterbury,4129,19621112.0,1734
rec-2770-dup-0,lowz,kai,18.0,sinclair ttreet,,knoxfield,4630,19650131.0,2770
rec-1491-dup-0,rubx,zani,2.0,leahy close,,ballarat,2446,19851119.0,1491
rec-3987-dup-0,jake,whim,,boult place,,,2278,19820114.0,3987
rec-885-dup-0,harrison,wheatley,37.0,peake place,,yorkeys knob,2213,19490124.0,885
rec-2942-dup-0,lucss,reid,199.0,godfreh tteet,redlands,broadmeadows,5158,19910529.0,2942
rec-1342-dup-0,lauren,andrysz,23.0,,,new farm,3809,19651119.0,1342
rec-6385-dup-0,nemesia,cochrane,61.0,crawford rsxent,swanlea,penshurst,2203,,6385
rec-3451-dup-0,simon,wallsr,,nplace sharma,,punchbowl,2022,19181110.0,3451
rec-1866-dup-0,joshua,vorrasi,49.0,,burnie thomwpson park,teneriffe,6135,19610620.0,1866
rec-3705-dup-0,luke,musolino,15.0,merrimanifrescent,,west lakes,4123,19060307.0,3705
rec-568-dup-0,erin,hicl,21940.0,sprent street,,,3049,,568
rec-7035-dup-0,montana,,13.0,callabonjsstreet,,coffs harbour,3042,19231110.0,7035
rec-9994-dup-0,,masl,37.0,,,robina,3132,19420805.0,9994
rec-2142-dup-0,harry,rickett,2.0,stattonswtreet,yarrawah,moorabbin,5889,19570717.0,2142
rec-7499-dup-0,samantqha,sonnr,59.0,avoca place,,marmionn,2145,19930510.0,7499
rec-6699-dup-0,george,zimon,63.0,carnegieharden,lirambenda,wan tsina,4878,19751015.0,6699
rec-2900-dup-0,imogen,depold,570.0,,,campwin beach,3791,19474602.0,2900
rec-6241-dup-0,tasman,chcwi,24.0,,wandana,vaucluse,5082,19610429.0,6241
rec-8779-dup-0,monique,ngudn,25.0,crescentsahrwood,,tuart hll,6714,19120527.0,8779
rec-8166-dup-0,lule,finlay,,badimaarstreet,,jinvadlee,7248,19621102.0,8166
rec-4515-dup-0,timothy,clatje,20.0,collyburl crescent,,wentworth,2460,19060700.0,4515
rec-4842-dup-0,giuseppa,ryva,9.0,llewellyn crescent,kiouwa,sandgate,5135,19390226.0,4842
rec-7343-dup-0,sophie,mccatrhy,10.0,verbrugghe n street,,orange,4864,19330404.0,7343
rec-8885-dup-0,harry,hantk,,chandl er street,villa 18,burwood east,2731,19301913.0,8885
rec-5901-dup-0,alexmea,nicker,18.0,parkwood road,,st albans,3636,19841918.0,5901
rec-8013-dup-0,tre,matthews,6.0,,,north haven,5209,19680261.0,8013
rec-6265-dup-0,coopzr,mahovn,14.0,bentham street,glenvilla caravn park,templrstowe lower,2170,19460331.0,6265
rec-9724-dup-0,holly,lodge,1.0,hedley dstreet,,applecross,5061,19760818.0,9724
rec-9286-dup-0,alison,ry,1.0,scrivendrmsreet,,renown park,2086,19500720.0,9286
rec-822-dup-0,ronan,vincefy,18.0,hayward place,finis river,goonneloabah,3056,19901024.0,822
rec-9978-dup-0,shona,lukomdkpi,271.0,,,marsgied,3188,19250517.0,9978
rec-7979-dup-0,joshua,kiybt,4.0,loureiro wtreet,,roselands,3930,19160309.0,7979
rec-5424-dup-0,alexandrls,reid,17.0,tyrrell fupcuit,,coombabah,2470,19610213.0,5424
rec-8443-dup-0,kieren,carlwss,21.0,morgan crevsent,,malvern east,6064,19881298.0,8443
rec-4356-dup-0,antonio,salt,4.0,acacia pbace,redwood village,sandy bay,3018,19108531.0,4356
rec-10322-dup-0,hayley,claooam,9.0,harford street,,alawa,3059,19381214.0,10322
rec-7942-dup-0,isabella,emnott,1.0,chandler street,bendigo retirebment village,samsonvale,2603,19040822.0,7942
rec-5171-dup-0,alana,pitkethrey,77.0,sherbroomw sreet,st francis vlge,safety beach,3082,19890626.0,5171
rec-8630-dup-0,brodh,coulson,3.0,barnett close,,worongary,3022,19439411.0,8630
rec-8188-dup-0,michael,tippians,12.0,wittenoom crescent,,bundbaerg,2011,19051225.0,8188
rec-5155-dup-0,zebediah,westbrook,31.0,badimarabsatreet,,athelstone,3949,19760917.0,5155
rec-4089-dup-0,elisha,wiggt,56.0,fink creesnt,,revesbey,3162,19220324.0,4089
rec-10685-dup-0,tobu,stephension,9.0,campbell street,,cooroy,3283,,10685
rec-4651-dup-0,annabe,mccartyhy,78.0,nambucca street,nowra mall,terrigal,6021,19431116.0,4651
rec-7940-dup-0,matthew,arti,2.0,laughton street,,penshqrust,2901,19540529.0,7940
rec-6447-dup-0,,tilode,232.0,tillyard drive,seapoint,tennyson,2250,19309218.0,6447
rec-4373-dup-0,,coffh,1.0,,,bokal,4035,,4373
rec-10169-dup-0,caldb,wilkidns,76.0,bunbury street,lakewood rstate,reidy creek,4362,,10169
rec-8508-dup-0,robin,harrungton,39.0,boddington crescent,,altona north,3046,19036028.0,8508
rec-676-dup-0,choie,van galen,37.0,lyall cfescent,,como,2630,19191105.0,676
rec-4972-dup-0,alexander,milkab,1075.0,glyde pace,,stanmmre,3844,19141205.0,4972
rec-4253-dup-0,jordna,,210.0,rocklands street,,wyoming,2503,19710615.0,4253
rec-3515-dup-0,oliver,brazzalotto,7.0,morehead street,kangaroo gnd,nevertrne,4686,19070191.0,3515
rec-10766-dup-0,,kradolfer,6.0,warregosrcuit,,kirwan,4812,19221122.0,10766
rec-10712-dup-0,,berry,159.0,,,broadbeacja waters,4814,19108712.0,10712
rec-10960-dup-0,daina,tuendermann,22.0,,,raceciew,3947,19950108.0,10960
rec-3621-dup-0,ethn,maso,157.0,,meadowvale village,gosford dast,2904,19607008.0,3621
rec-565-dup-0,kaels,matthews,2.0,freda bennett circuit,delmar,yeronga,2051,19710824.0,565
rec-3019-dup-0,leon,stronach,8.0,eales poxce,vinder lodge,booragul,4057,19640108.0,3019
rec-10910-dup-0,alisx,thorpe,52.0,salamander court,colonial village,craigmore,2802,19139529.0,10910
rec-4821-dup-0,lukas,lowry,59.0,street flxall,,botansh,3741,19960513.0,4821
rec-1254-dup-0,benjacin,sobczak,68.0,edwardsxutreet,,forresf,5507,19920606.0,1254
rec-2873-dup-0,sam,dikon,66.0,circuit fimister,kingaroy garden,safety bay,2745,,2873
rec-6130-dup-0,sarah,wang,17.0,medley street,,nollampara,2909,19700903.0,6130
rec-3171-dup-0,,cavanaugh,59.0,sfeet ibis,rowethorpe,thirroul,5151,19170930.0,3171
rec-636-dup-0,silaz,laing,6.0,brady oface,,jung,2402,,636
rec-6205-dup-0,brody,matthews,128.0,parkridge villa,hovea street,cooks hill,6060,19731501.0,6205
rec-2383-dup-0,kaitly,szumny,113.0,bosworth eircuit,central park,marks point,2068,19750303.0,2383
rec-431-dup-0,samir,meettbt,2.0,downard dteet,dooducinn,ashfield,4703,19640806.0,431
rec-5699-dup-0,tahlkq,herbert,5.0,leist street,,keysborough,7225,19531829.0,5699
rec-8261-dup-0,aobby,van de wjater,14.0,ireland place,rockview,mcquarie port,4304,,8261
rec-3466-dup-0,kyn sn,winfield,12.0,cumming place,granny flat road,ascot factory,2346,19840713.0,3466
rec-7522-dup-0,amber,laing,44.0,sidaway street,,burleigh heads,5119,,7522
rec-10228-dup-0,xavier,dent,2.0,watterspn place,,warburton east,2213,19317031.0,10228
rec-10831-dup-0,reganne,,54.0,merricroft,,keysborough,2031,19980301.0,10831
rec-3631-dup-0,tylerp,cannons,285.0,,,port macquarie,2539,19490617.0,3631
rec-6010-dup-0,joshua,,122.0,emerton street,,dunrg,6218,,6010
rec-7199-dup-0,nacoya,taglietti,130.0,badimad atreet,war vete rans hme,rye,3123,19726119.0,7199
rec-3412-dup-0,seanna,gadn,12.0,mckinley circuit,woodberry vlge,spicers ceek,7018,19990619.0,3412
rec-7040-dup-0,matthew,donaldson,27.0,gouger street,,homebush,5040,19460630.0,7040
rec-3111-dup-0,lachlan,kopekxu,6.0,mccawleyustreet,catumbel lodge,kirwan,2106,,3111
rec-8283-dup-0,liam,berryb,11.0,churchill way,,scarborpsgh,2448,19101217.0,8283
rec-7184-dup-0,maya,bucis,7.0,allchin circuit,,kahibah,4565,19210530.0,7184
rec-2641-dup-0,alexv,rees,887.0,chowne street,,lamington,2422,19660915.0,2641
rec-7137-dup-0,jasmine,cropper,26.0,stockdale street,,towon,2129,19019028.0,7137
rec-732-dup-0,bianva,green,10.0,verbrugghen street,,leichhwtdt,2620,19950105.0,732
rec-8196-dup-0,maya,mcgregor,0.0,empire itcuit,,pooraka,3016,,8196
rec-972-dup-0,colegate,,473.0,sturt avenue,,galston,3002,19360919.0,972
rec-7763-dup-0,chlo,fre,9.0,plante place,,deniliquin,6450,19681029.0,7763
rec-4636-dup-0,emiily,jolly,28.0,ashby cwcuit,,mitcham,3039,19450328.0,4636
rec-10360-dup-0,jaoe,rushhy,9.0,placeljacob,village berkeley,moruya,7301,19450605.0,10360
rec-2437-dup-0,bowerman,brianna,11.0,canncclose,,tweed heads south,3199,19660421.0,2437
rec-5575-dup-0,,riede,10.0,beasleysptreet,,old bar,3690,19410108.0,5575
rec-6927-dup-0,cni,cording,9.0,marlock street,bribie retirement,thornlnds,6152,19130881.0,6927
rec-3601-dup-0,rohan,gree,26.0,middleti nircuit,goods la junee street,chelsea heights,2299,19640019.0,3601
rec-701-dup-0,,stubbjs,14.0,cavenagh place,range caravan park,nardmurn,4740,19110922.0,701
rec-10337-dup-0,jessica,chorley,17.0,burston place,,port mayuarie,5327,19387207.0,10337
rec-3391-dup-0,lachlan,petravic,14.0,marengo pksce,pinewood,cronulka,4701,19140238.0,3391
rec-4376-dup-0,kailyb,wapper,45.0,tongplsce,aminya vlge,san remo,3959,19150603.0,4376
rec-6144-dup-0,,pulndrd,42.0,gungurra crescent,,toowoomba,3071,19931503.0,6144
rec-1602-dup-0,callum,philvpkx,590.0,longstaffsftreet,scenic lodge,tarragindi,0832,19350301.0,1602
rec-7305-dup-0,jake,mewerjt,28.0,carumi place,,ashfield,2122,19170301.0,7305
rec-6666-dup-0,dylan,clarke,1.0,stephen street,tarwong,elwold,2795,,6666
rec-7304-dup-0,james,chudzkbski,1666.0,halfrey circuit,canberra hse,artarmo,2710,19420720.0,7304
rec-3320-dup-0,mia,silvestrino,6.0,ryan street,,mittagong,4131,,3320
rec-5327-dup-0,jacitxa,bloomfield,16.0,blackwell circuit,,kogarah,3162,19331119.0,5327
rec-2278-dup-0,felicity,tymczyszyn,2.0,banambila street,,craigp re,6151,19190831.0,2278
rec-9631-dup-0,max,reif,16.0,aitkencvrduit,,mona vale,2290,19071218.0,9631
rec-2949-dup-0,zane,watkin,37.0,hampton lrcuit,,bendemeer,2145,19170141.0,2949
rec-2842-dup-0,paige,lodte,1.0,correa stcreet,,fairlight,2620,,2842
rec-8782-dup-0,robbie,george,,circuit wominion,,glenwood,4550,19940224.0,8782
rec-6708-dup-0,robrqt,crosswell,5.0,dutton street,,eumundi,2127,19991213.0,6708
rec-2541-dup-0,,webz,,waratah screet,,bongatee,2042,19800201.0,2541
rec-10852-dup-0,joeo,hannagan,18063.0,whistlek qlace,boronia,laveron,4285,19150330.0,10852
rec-4656-dup-0,sarah,cuve,5.0,marconi crescent,,tooowmg,3116,,4656
rec-6369-dup-0,phoebe,vaszocz,850.0,braddo nwlace,,figtree,6104,19970526.0,6369
rec-9147-dup-0,ethan,dolh,23.0,sherlock street,,mount styyson,2450,19830292.0,9147
rec-10469-dup-0,moyra,benge,1.0,marungalpavenue,,box hildlsouth,2077,19540226.0,10469
rec-3127-dup-0,danielle,cambell,231.0,fuhrman sfrfeet,,mooroobark,2144,,3127
rec-6992-dup-0,jessca,masor,109.0,,cawthorns,nortq rhde,4350,19820222.0,6992
rec-2799-dup-0,charlotte,mylez,454.0,apperly close,,lilydale,2022,19341119.0,2799
rec-8881-dup-0,mhary,procte,71.0,harbison vrjescent,,como,0830,19040130.0,8881
rec-652-dup-0,camezroj,record,18.0,cannan crescent,,cecil plwins,3183,19210201.0,652
rec-9007-dup-0,isabella,blackwexl,177.0,pandanus street,,kirwan,4158,,9007
rec-4561-dup-0,annabrwllr,beattie,12.0,franklin atreet,,port linoln,2480,19180103.0,4561
rec-217-dup-0,alessandra,coulo,23.0,shackletoad circuit,,northampton,4514,19150417.0,217
rec-3185-dup-0,akaterina,slabe,,blackbuttqstreet,brentwood vlge,quairadng,2577,,3185
rec-8462-dup-0,,blackwlll,12.0,marr street,moondah,ballarat,6225,19540808.0,8462
rec-3722-dup-0,ellen,mcjajbet,3.0,derrington crescent,,bondi junction,2846,19110515.0,3722
rec-8565-dup-0,bodwi,bishop,18.0,beazley cescent,,hoppers crossing,3122,19240827.0,8565
rec-2821-dup-0,lole,aaliyah,23.0,lambrigg street,lower flat,,4675,19780821.0,2821
rec-8247-dup-0,blyake,tarlhon,1.0,glenmaggie street,,,3820,19110710.0,8247
rec-807-dup-0,nicnoss,purdon,30.0,dexter street,,colac,2514,,807
rec-10388-dup-0,nicholas,rawlings,1.0,macalister hrescent,,surfers paradise,4801,19430823.0,10388
rec-2610-dup-0,spehddr,kelskoqis,594.0,vasey crescent,,westlake,6060,19810806.0,2610
rec-6326-dup-0,connor,finlzh,9.0,clifford crescent,,ryde,3011,19740718.0,6326
rec-8756-dup-0,isabeloa,plane,61.0,britten-jonjesdrive,marloo caravn park,hayt,4011,19621109.0,8756
rec-4045-dup-0,takara,noble,522.0,mcilvek hlace,kalga,launceston south,2500,,4045
rec-4449-dup-0,lachlas,green,15.0,parkhillzstreet,,humpt doo,2116,,4449
rec-5726-dup-0,jack,burgir,3.0,lawrence rescent,,pipers creek,4128,19981002.0,5726
rec-4737-dup-0,xanhte,smallacombe,16.0,rawsonlstret,melaleuca,redbank plains,3844,,4737
rec-5835-dup-0,kir a,plev,16.0,osburn crive,,bundaberg,6233,19630652.0,5835
rec-969-dup-0,taylwh,berry,26.0,,,boorowa,4610,19809020.0,969
rec-6661-dup-0,zadhary,couzens,28.0,fiveash syrret,,albion park,3505,19831105.0,6661
rec-6525-dup-0,esme,vincent,59.0,rainbow place,,blackall,2261,19523024.0,6525
rec-8539-dup-0,traver,gree,12.0,,,albury,7329,19612112.0,8539
rec-784-dup-0,jordn,whitr,214.0,monaro crescent,,coonamble,4815,19330622.0,784
rec-7795-dup-0,keatpn,elpgick,1013.0,binns dyoeet,,ashgrove,6110,19690719.0,7795
rec-9095-dup-0,lachlan,sheldon,12.0,towns xrdsent,,toodyay,3218,19398018.0,9095
rec-437-dup-0,harep,goode,6.0,nott srikeet,,toowong,2250,19400525.0,437
rec-225-dup-0,madros,nguyen,11.0,,,preispn,3571,19430305.0,225
rec-10998-dup-0,grossr,campbelo,1.0,,,camira,3130,19710124.0,10998
rec-6762-dup-0,liam,mason,1.0,brigalow ireet,,port macquarie,6120,19750816.0,6762
rec-1703-dup-0,zakariraj,domykus,2.0,,boganol,bundaberg,3043,19140142.0,1703
rec-8328-dup-0,isabele,humphrjys,6.0,wakefield avenue,,st alba,5097,19360782.0,8328
rec-6536-dup-0,meggie,godfdey,16.0,morgan qrescent,,harrington,7006,,6536
rec-1375-dup-0,montana,hawea,32.0,mcgillsteet,underwood,coolbellup,2046,19341111.0,1375
rec-3832-dup-0,kylee,neviole,,martin qctreet,hmas cerberus,port macqpuraie,3046,19901026.0,3832
rec-6109-dup-0,lachlan,papagelrgoiu,31.0,paul coebcrescent,,colac,5008,19090515.0,6109
rec-436-dup-0,abgy,men z,1.0,andado place,,regentville,4215,19821002.0,436
rec-4945-dup-0,bailey,mcelhinney,28.0,olac ebogan,airforce memorial estate,cromer,5127,19780110.0,4945
rec-2380-dup-0,hamish,whtid,1.0,leita court,,belmont north,3134,19790218.0,2380
rec-657-dup-0,matthew,tao,19.0,brebnerwdtreet,talasea,kinglake west,4114,19961201.0,657
rec-6398-dup-0,wilkiam,weh,63.0,barwon tsreet,,camp hkull,6071,19440120.0,6398
rec-2731-dup-0,tot,reid,157.0,,,junortnloun,5109,19830526.0,2731
rec-10729-dup-0,lachaan,wight,27.0,gleadow street,,old bar,2443,19321220.0,10729
rec-7463-dup-0,el la,schmalscheidt,20.0,officer xescent,,elsternmick,2114,19761328.0,7463
rec-4581-dup-0,,matthels,16.0,fincham crescent,,inglewwpod,6064,19450411.0,4581
rec-6792-dup-0,emiky,blackwell,66.0,warramoo crescent,,punchdbosl,6076,19840930.0,6792
rec-633-dup-0,katelyn,mason,48.0,,,kilsyth,2233,19300124.0,633
rec-9695-dup-0,mitchell,jover,13.0,macedon crescent,,yarramile,4005,19040304.0,9695
rec-5592-dup-0,taryha,ryan,4.0,goodwin street,,yagoona,2470,19990610.0,5592
rec-9813-dup-0,keegd,bradshaw,34.0,,,st kilda,2205,19231120.0,9813
rec-2394-dup-0,emiiy,sherriff,4.0,,,kununurra,6027,19663806.0,2394
rec-10335-dup-0,james,susheanes,40.0,marcus clarpestreet,,oakville,5725,19240720.0,10335
rec-81-dup-0,braedon,,42.0,moura place,,wilaqt,5290,19580620.0,81
rec-9350-dup-0,tarah,,23.0,bulloo place,villa 444 the village glen,campbek lfield,3084,19960822.0,9350
rec-9100-dup-0,christina,wiggzt,14.0,william hudscoh crescent,,parkville,5109,,9100
rec-8627-dup-0,kasef,wanf,3.0,gooreen sreet,,queenscliff,4310,19670805.0,8627
rec-5680-dup-0,joshua,,77.0,anzac oark,,wenqoree,2257,19320727.0,5680
rec-9805-dup-0,lydia,katsiavos,272.0,fiveashwtreet,hollydale,bundaleer north,4077,19551623.0,9805
rec-9643-dup-0,william,mclochlwn,0.0,hooker street,,mallala,3399,19881107.0,9643
rec-4193-dup-0,michael,mayer,88.0,bokhara c oircuit,,palmercton,2479,,4193
rec-7455-dup-0,oscar,demqrvo,21.0,moynihan street,gabbalodge,sunshne,2707,19790708.0,7455
rec-10063-dup-0,ryn,,2.0,emily bulcocircrescent,bolaro,elsmore,3803,19410821.0,10063
rec-2695-dup-0,demie,gillard,35.0,luffman bescent,,wantirna,5031,,2695
rec-8620-dup-0,ro,hanna,20.0,,,nedlamds,3843,19410124.0,8620
rec-5250-dup-0,wilcli,mattgrws,53.0,harbison crwscent,,bayswater north,2447,19091106.0,5250
rec-3313-dup-0,john-paul,colsman,60.0,abercrombie circuit,,buffs point,0870,19900410.0,3313
rec-1552-dup-0,kytle,kothe,,sherwood garden,,dural,2480,19070228.0,1552
rec-674-dup-0,isasc,beis,6.0,dumaresq street,dungavon,emerald,5292,19070122.0,674
rec-9478-dup-0,olvier,raj,410.0,pennefatherh dstreet,,midland,2299,19706701.0,9478
rec-2349-dup-0,silas,reixf,48.0,southern lose,,casula,3162,19430737.0,2349
rec-1492-dup-0,isaberk,dixol,2.0,canberra avenue,walea,helidon,2179,,1492
rec-3637-dup-0,jamsine,wilkins,14.0,hadow place,,castleycove,3250,19950209.0,3637
rec-2139-dup-0,ebony,,1.0,zox circuit,,moorabbin,2732,19505101.0,2139
rec-10441-dup-0,isabella,ngais,406.0,rouse place,,malvern,2131,19380808.0,10441
rec-5426-dup-0,charlie,kennerley,6.0,fawkner street,,ballarat iorth,2852,19933410.0,5426
rec-9828-dup-0,fraer,waller,2.0,richardson circuit,,keysbrough,2444,19808616.0,9828
rec-8499-dup-0,lillanna,wang,1.0,houston sstreet,,clayfield,4064,,8499
rec-2531-dup-0,,galich,37.0,blackbutotstreet,,jesmod,4814,,2531
rec-108-dup-0,brigivtte,shepherd,73.0,bruch fjoad,,alice springs,2261,19190326.0,108
rec-282-dup-0,savannah,clakr,6.0,teakle place,,loftus,3500,19990316.0,282
rec-5403-dup-0,sophie,white,41.0,temperleystreet,millard centre,bunbgur,3073,19150808.0,5403
rec-4042-dup-0,nikolaus,henshiaww,179.0,ogilby crescent,,cooks hill,2139,19990914.0,4042
rec-1432-dup-0,samulj,fitzpatrick,20.0,nott tqdreet,conmurra,cranbourne,4218,19530427.0,1432
rec-4759-dup-0,jesd,leane,93.0,prevostpalce,top edge,belmont,7104,19551101.0,4759
rec-7651-dup-0,ela,gaylaryd,90.0,crisp ckrcuit,,ulverstone,3155,19880626.0,7651
rec-10550-dup-0,makayla,lainh,87.0,braheplace,,flemingvon,3136,19711440.0,10550
rec-6510-dup-0,tiana,beamyr,42.0,tanderra crescent,glenfyne angus stud,port pikfrie,2068,19930526.0,6510
rec-6377-dup-0,alissa,geen,56.0,englisvsfourt,,glengarry,2456,,6377
rec-814-dup-0,mikayla,kowaosd,0.0,coppin place,kincumber nautical vlge,kilcoy,2360,19840706.0,814
rec-2985-dup-0,amef,simats,9.0,brunswick circuit,,currans hill,2074,19540619.0,2985
rec-7084-dup-0,natalie,chanbser,97.0,balonne street,kincumber nautical vlge,coohmble,2096,19880714.0,7084
rec-5522-dup-0,joshua,wezb,,baynton street,,bayswlqter,2548,19520817.0,5522
rec-4865-dup-0,phoebe,aksentkjegic,22.0,flanaganhtreet,,aldgate,2560,19655223.0,4865
rec-424-dup-0,jacob,mathe,18.0,matinabxtreet,,west lakes shore,4068,,424
rec-7954-dup-0,soplyse,laney,29.0,barunga street,dejarra,west croydon,2770,19540113.0,7954
rec-8065-dup-0,noah,,61.0,,,dareton,3174,19681023.0,8065
rec-1272-dup-0,isaja,michelmore,553.0,evergood close,,crmigl,3188,,1272
rec-10095-dup-0,emiily,gillard,12.0,,,rosebud,2093,19071913.0,10095
rec-9197-dup-0,clakre,emiiy,28.0,schlam place,,new farm,4110,19821121.0,9197
rec-2862-dup-0,brianna,noyce,12.0,fihelly street,,st johns park,2170,,2862
rec-6509-dup-0,danille,webv,19.0,hooker street,,colac,3776,19490518.0,6509
rec-727-dup-0,james,tweedze,58.0,heath place,,lavinon,2207,,727
rec-855-dup-0,brey,reds,4.0,twelve trees crescent,,noble park,3672,19630156.0,855
rec-9132-dup-0,gabrilel,,3.0,tregear close,,young,2326,19880212.0,9132
rec-3793-dup-0,riket,matthews,107.0,morgan crscent,,andergrove,4109,19340016.0,3793
rec-9125-dup-0,aidan,griersoh,1.0,alsop ose,,mayfield,2795,19430401.0,9125
rec-9937-dup-0,nicholas,donaldson,4.0,,,fairlawn,3221,19221727.0,9937
rec-8602-dup-0,rubyd,taubfers,68.0,burkitt street,villa 3,crows nest,3068,19840715.0,8602
rec-8078-dup-0,emma,moreison,0.0,sellwood treet,,seven hills,5013,19781020.0,8078
rec-2396-dup-0,jaspr,patersob,6.0,handcock crescent,glenavon,ballarat,7325,19090414.0,2396
rec-508-dup-0,jos h,godfrey,44.0,lee-steere crescent,,edithvale,4306,,508
rec-4299-dup-0,lucille,wallef,7.0,clive steele avenue,,aslpu,4213,19000304.0,4299
rec-8158-dup-0,barnaby,egan,414.0,vanzetti cetscent,anglers,upwey,4202,19871116.0,8158
rec-4686-dup-0,mitsc hll,madigan,334.0,kaeppelxhplace,tathra,humpty doo,4019,19240213.0,4686
rec-1274-dup-0,willow,clarkww,7.0,greene olace,henry kendall bayside,boggagri,3048,19820204.0,1274
rec-10923-dup-0,baileh,vaughan-williams,11.0,clancystreet,,wattle eglen,5087,,10923
rec-915-dup-0,leon,havr da,10.0,hanson place,,pinjarra,3097,19840123.0,915
rec-5012-dup-0,benjamin,butt,73.0,earle street,,mudjimb ybeach,4079,19380610.0,5012
rec-7338-dup-0,deakyn,goetze,89.0,captaincook crescent,,monre,2000,19611041.0,7338
rec-3597-dup-0,cameron,mcphail,15.0,litchfield place,,stratton,3073,19557250.0,3597
rec-10019-dup-0,,cawkwell,17.0,namatjiya frive,,newstead,2828,19250918.0,10019
rec-5531-dup-0,isabelle,shepgrdcs,35.0,arthur circle,,moorabbin,2769,19921105.0,5531
rec-1751-dup-0,angeima,c olean,229.0,moulden court,,st clair,2060,19680318.0,1751
rec-2460-dup-0,daniel,nguyjen,118.0,knox street,,mount garvatt,6225,19190911.0,2460
rec-5142-dup-0,zor,mccracken,288.0,paul coe crerscent,,bicotn,2166,,5142
rec-10539-dup-0,willuam,tognfella,143.0,woollum street,,hamiltion,2782,19440805.0,10539
rec-3819-dup-0,,aurora,70.0,belconzeb way,logan central plaza,seaton,2166,19270807.0,3819
rec-2423-dup-0,jack,bisho,13.0,ivo whitton circuit,bindaree,shoalhaven heads,3167,19569732.0,2423
rec-5209-dup-0,dino,david,304.0,tudoa pace,,chinchilla,2063,19970617.0,5209
